"","movieId","title","year","Adventure","Animation","Children","Action","Comedy","Fantasy","Romance","Drama","Crime","Thriller","Sci-Fi","Horror","Mystery","IMAX","War","Musical","Film-Noir","Documentary"
"2098",2626,"Edge of Seventeen ","1998",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"2099",2628,"Star Wars: Episode I - The Phantom Menace ","1999",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2100",2629,"Love Letter, The ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2101",2633,"Mummy, The ","1932",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"2102",2634,"Mummy, The ","1959",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2103",2635,"Mummy's Curse, The ","1944",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2104",2636,"Mummy's Ghost, The ","1944",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2105",2637,"Mummy's Hand, The ","1940",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2106",2638,"Mummy's Tomb, The ","1942",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2107",2639,"Mommie Dearest ","1981",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2108",2640,"Superman ","1978",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2109",2641,"Superman II ","1980",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2110",2642,"Superman III ","1983",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2111",2643,"Superman IV: The Quest for Peace ","1987",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2112",2644,"Dracula ","1931",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2113",2647,"House of Frankenstein ","1944",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2114",2648,"Frankenstein ","1931",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"2115",2649,"Son of Frankenstein ","1939",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2116",2650,"Ghost of Frankenstein, The ","1942",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2117",2651,"Frankenstein Meets the Wolf Man ","1943",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2118",2652,"Curse of Frankenstein, The ","1957",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2119",2654,"Wolf Man, The ","1941",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2120",2655,"Howling II: Your Sister Is a Werewolf ","1985",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2121",2656,"Tarantula ","1955",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2122",2657,"Rocky Horror Picture Show, The ","1975",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"2123",2659,"It Came from Hollywood ","1982",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2124",2660,"Thing from Another World, The ","1951",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2125",2661,"It Came from Outer Space ","1953",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2126",2662,"War of the Worlds, The ","1953",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2127",2663,"It Came from Beneath the Sea ","1955",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2128",2664,"Invasion of the Body Snatchers ","1956",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2129",2665,"Earth vs. the Flying Saucers ","1956",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2130",2666,"It Conquered the World ","1956",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2131",2667,"Mole People, The ","1956",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2132",2668,"Swamp Thing ","1982",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2133",2669,"Pork Chop Hill ","1959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2134",2670,"Run Silent Run Deep ","1958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2135",2671,"Notting Hill ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2136",2672,"Thirteenth Floor, The ","1999",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"2137",2673,"Eternity and a Day (Mia aoniotita kai mia mera) ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2138",2674,"Loss of Sexual Innocence, The ","1999",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2139",2676,"Instinct ","1999",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2140",2677,"Buena Vista Social Club ","1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2141",2678,"Desert Blue ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2142",2681,"Free Enterprise ","1998",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"2143",2682,"Limbo ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2144",2683,"Austin Powers: The Spy Who Shagged Me ","1999",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2145",2686,"Red Violin, The (Violon rouge, Le) ","1998",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2146",2687,"Tarzan ","1999",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2147",2688,"General's Daughter, The ","1999",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"2148",2689,"Get Bruce ","1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2149",2690,"Ideal Husband, An ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2150",2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2151",2692,"Run Lola Run (Lola rennt) ","1998",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2152",2693,"Trekkies ","1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2153",2694,"Big Daddy ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2154",2695,"Boys, The ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2155",2696,"Dinner Game, The (Dîner de cons, Le) ","1998",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2156",2697,"My Son the Fanatic ","1997",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"2157",2698,"Zone 39 ","1997",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2158",2699,"Arachnophobia ","1990",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2159",2700,"South Park: Bigger, Longer and Uncut ","1999",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2160",2701,"Wild Wild West ","1999",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2161",2702,"Summer of Sam ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2162",2703,"Broken Vessels ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2163",2706,"American Pie ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2164",2707,"Arlington Road ","1999",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2165",2708,"Autumn Tale, An (Conte d'automne) ","1998",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2166",2709,"Muppets From Space ","1999",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2167",2710,"Blair Witch Project, The ","1999",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"2168",2711,"My Life So Far ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2169",2712,"Eyes Wide Shut ","1999",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"2170",2713,"Lake Placid ","1999",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2171",2715,"Velocity of Gary, The ","1998",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2172",2716,"Ghostbusters (a.k.a. Ghost Busters) ","1984",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2173",2717,"Ghostbusters II ","1989",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2174",2718,"Drop Dead Gorgeous ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2175",2719,"Haunting, The ","1999",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2176",2720,"Inspector Gadget ","1999",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2177",2721,"Trick ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2178",2722,"Deep Blue Sea ","1999",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2179",2723,"Mystery Men ","1999",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2180",2724,"Runaway Bride ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2181",2725,"Twin Falls Idaho ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2182",2726,"Killing, The ","1956",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2183",2727,"Killer's Kiss ","1955",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2184",2728,"Spartacus ","1960",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"2185",2729,"Lolita ","1962",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2186",2730,"Barry Lyndon ","1975",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"2187",2731,"400 Blows, The (Les quatre cents coups) ","1959",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2188",2732,"Jules and Jim (Jules et Jim) ","1961",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2189",2733,"Vibes ","1988",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2190",2734,"Mosquito Coast, The ","1986",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2191",2735,"Golden Child, The ","1986",1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"2192",2736,"Brighton Beach Memoirs ","1986",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2193",2737,"Assassination ","1987",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2194",2738,"Crimes of the Heart ","1986",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2195",2739,"Color Purple, The ","1985",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2196",2741,"No Mercy ","1986",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2197",2745,"Mission, The ","1986",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2198",2746,"Little Shop of Horrors ","1986",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2199",2747,"Little Shop of Horrors, The ","1960",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2200",2748,"Allan Quatermain and the Lost City of Gold ","1987",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2201",2749,"Morning After, The ","1986",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2202",2750,"Radio Days ","1987",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2203",2752,"Outrageous Fortune ","1987",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2204",2753,"Bedroom Window, The ","1987",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2205",2757,"Frances ","1982",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2206",2758,"Plenty ","1985",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2207",2759,"Dick ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208",2760,"Gambler, The (Játékos, A) ","1997",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2209",2761,"Iron Giant, The ","1999",1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2210",2762,"Sixth Sense, The ","1999",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"2211",2763,"Thomas Crown Affair, The ","1999",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2212",2764,"Thomas Crown Affair, The ","1968",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"2213",2765,"Acid House, The ","1998",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2214",2766,"Adventures of Sebastian Cole, The ","1998",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2215",2767,"Illuminata ","1998",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2216",2769,"Yards, The ","2000",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2217",2770,"Bowfinger ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2218",2771,"Brokedown Palace ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2219",2772,"Detroit Rock City ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220",2774,"Better Than Chocolate ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2221",2775,"Head On ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2222",2777,"Cobra ","1925",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2223",2778,"Never Talk to Strangers ","1995",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"2224",2779,"Heaven Can Wait ","1978",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2225",2780,"Raven, The ","1963",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2226",2781,"Tingler, The ","1959",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2227",2782,"Pit and the Pendulum ","1961",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2228",2786,"Haunted Honeymoon ","1986",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2229",2787,"Cat's Eye ","1985",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2230",2788,"Monty Python's And Now for Something Completely Different ","1971",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2231",2789,"Damien: Omen II ","1978",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2232",2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) ","1981",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2233",2791,"Airplane! ","1980",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2234",2792,"Airplane II: The Sequel ","1982",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2235",2793,"American Werewolf in Paris, An ","1997",0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"2236",2794,"European Vacation (aka National Lampoon's European Vacation) ","1985",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2237",2795,"National Lampoon's Vacation ","1983",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2238",2796,"Funny Farm ","1988",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2239",2797,"Big ","1988",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"2240",2798,"Problem Child ","1990",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2241",2799,"Problem Child 2 ","1991",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2242",2800,"Little Nemo: Adventures in Slumberland ","1992",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2243",2801,"Oscar and Lucinda (a.k.a. Oscar & Lucinda) ","1997",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2244",2802,"Tequila Sunrise ","1988",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"2245",2803,"Pelican Brief, The ","1993",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"2246",2804,"Christmas Story, A ","1983",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2247",2805,"Mickey Blue Eyes ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2248",2806,"Teaching Mrs. Tingle ","1999",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2249",2807,"Universal Soldier: The Return ","1999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2250",2808,"Universal Soldier ","1992",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2251",2809,"Love Stinks ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2252",2810,"Perfect Blue ","1997",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"2253",2812,"In Too Deep ","1999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2254",2815,"Iron Eagle ","1986",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2255",2816,"Iron Eagle II ","1988",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2256",2817,"Aces: Iron Eagle III ","1992",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257",2818,"Iron Eagle IV ","1995",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2258",2819,"Three Days of the Condor (3 Days of the Condor) ","1975",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"2259",2822,"Medicine Man ","1992",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2260",2826,"13th Warrior, The ","1999",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2261",2827,"Astronaut's Wife, The ","1999",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2262",2828,"Dudley Do-Right ","1999",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2263",2829,"Muse, The ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2264",2830,"Cabaret Balkan (Bure Baruta) ","1998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2265",2832,"Lost Son, The ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2266",2833,"Lucie Aubrac ","1997",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2267",2834,"Very Thought of You, The ","1998",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2268",2835,"Chill Factor ","1999",1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2269",2836,"Outside Providence ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270",2837,"Bedrooms & Hallways ","1998",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2271",2840,"Stigmata ","1999",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2272",2841,"Stir of Echoes ","1999",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"2273",2843,"Black Cat, White Cat (Crna macka, beli macor) ","1998",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2274",2844,"Minus Man, The ","1999",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2275",2846,"Adventures of Milo and Otis, The (Koneko monogatari) ","1986",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2276",2847,"Only Angels Have Wings ","1939",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2277",2848,"Othello (Tragedy of Othello: The Moor of Venice, The) ","1952",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2278",2851,"Saturn 3 ","1980",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2279",2852,"Soldier's Story, A ","1984",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2280",2856,"I Saw What You Did ","1965",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2281",2857,"Yellow Submarine ","1968",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"2282",2858,"American Beauty ","1999",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2283",2859,"Stop Making Sense ","1984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2284",2860,"Blue Streak ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2285",2861,"For Love of the Game ","1999",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2286",2862,"Caligula ","1979",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2287",2863,"Hard Day's Night, A ","1964",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2288",2864,"Splendor ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289",2865,"Sugar Town ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290",2866,"Buddy Holly Story, The ","1978",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2291",2867,"Fright Night ","1985",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"2292",2868,"Fright Night Part II ","1988",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2293",2870,"Barefoot in the Park ","1967",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2294",2871,"Deliverance ","1972",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2295",2872,"Excalibur ","1981",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2296",2873,"Lulu on the Bridge ","1998",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"2297",2874,"Pajama Game, The ","1957",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"2298",2875,"Sommersby ","1993",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"2299",2876,"Thumbelina ","1994",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2300",2877,"Tommy ","1975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2301",2878,"Hell Night ","1981",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2302",2879,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) ","1991",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2303",2880,"Armour of God (Long xiong hu di) ","1987",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304",2881,"Double Jeopardy ","1999",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2305",2882,"Jakob the Liar ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2306",2883,"Mumford ","1999",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2307",2884,"Dog Park ","1998",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2308",2885,"Guinevere ","1999",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2309",2886,"Adventures of Elmo in Grouchland, The ","1999",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310",2887,"Simon Sez ","1999",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311",2888,"Drive Me Crazy ","1999",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2312",2889,"Mystery, Alaska ","1999",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2313",2890,"Three Kings ","1999",1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2314",2891,"Happy, Texas ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2315",2893,"Plunkett & MaCleane ","1999",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2316",2894,"Romance ","1999",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2317",2896,"Alvarez Kelly ","1966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2318",2898,"Dark Half, The ","1993",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2319",2899,"Gulliver's Travels ","1939",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2320",2900,"Monkey Shines ","1988",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2321",2901,"Phantasm ","1979",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2322",2902,"Psycho II ","1983",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"2323",2903,"Psycho III ","1986",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2324",2905,"Sanjuro (Tsubaki Sanjûrô) ","1962",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2325",2906,"Random Hearts ","1999",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2326",2907,"Superstar ","1999",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2327",2908,"Boys Don't Cry ","1999",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2328",2912,"Limey, The ","1999",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"2329",2915,"Risky Business ","1983",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2330",2916,"Total Recall ","1990",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2331",2917,"Body Heat ","1981",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2332",2918,"Ferris Bueller's Day Off ","1986",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2333",2919,"Year of Living Dangerously, The ","1982",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"2334",2920,"Children of Paradise (Les enfants du paradis) ","1945",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2335",2921,"High Plains Drifter ","1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
